,Index,timestamp,throttle_ref,yaw,pitch,roll,tof_measurement,accX,accY,accZ,altitude_ref,RC_data,mot_FL,mot_FR,mot_BL,mot_BR,KF_altitutde_est,KF_velocity_z_est,KF_alpha_est,KF_beta_est
338,4380,81.835895062,0.4385714285714286,0.2201764711039144,0.0419595123998679,-0.0154878511753012,[nan],-0.06,0.04,-1.11,[3.1],"5.010,0.125,-0.04,1394.,0.622,0.644,0.139,0.995,18",1408.0,1373.0,1396.0,1453.0,2.550890257075347,0.3196168501263739,22.12402865149853,-9.487806249015383
339,4390,82.094338007,0.445,0.2207430086857983,0.0596440810428691,0.0066118050737264,[nan],-0.1,0.04,-0.95,[3.1],"5.010,0.110,-0.00,1400.,0.621,0.644,0.139,0.995,18",1398.0,1356.0,1370.0,1434.0,2.6007527344928785,0.2389151818068344,22.12162667025831,-9.487682004168375
340,4400,82.360325377,0.4557142857142857,0.2011839324070772,0.057701100648835,0.0259357620685264,[nan],-0.02,-0.02,-1.06,[3.1],"5.010,0.100,0.006,1410.,0.622,0.645,0.139,0.995,18",1423.0,1373.0,1394.0,1449.0,2.584835648512965,0.1682395582688324,22.11834499594256,-9.487547379161654
341,4410,82.59800734,0.4392857142857143,0.2008371460452044,0.0377984457755362,0.0239140818288173,[nan],0.01,0.06,-0.95,[3.1],"5.010,0.094,0.078,1395.,0.622,0.644,0.139,0.995,18",1394.0,1362.0,1381.0,1437.0,2.6541595825361304,0.2435205948131288,22.117289414876726,-9.487497964070457
342,4420,82.877471654,0.45,0.1817843095957854,0.0326032631143509,0.0833356364298195,[nan],-0.06,-0.02,-1.01,[3.1],"5.010,0.082,0.069,1405.,0.622,0.644,0.139,0.995,18",1428.0,1377.0,1427.0,1421.0,2.639446620907912,0.1746937768321514,22.114043013442547,-9.487378770333386
343,4430,83.137105451,0.4528571428571427,0.1817843095957854,0.0326032631143509,0.0833356364298195,[nan],-0.04,-0.08,-1.02,[3.1],"5.010,0.110,0.018,1407.,0.622,0.644,0.139,0.995,18",1432.0,1362.0,1423.0,1420.0,2.6414646142213902,0.1525417616706711,22.111080912096245,-9.487243161671682
344,4440,83.38789507999999,0.4535714285714286,0.1821801755896489,0.0543289839063145,0.0652447386801548,[nan],-0.1,-0.05,-1.03,[3.1],"5.010,0.150,0.060,1408.,0.622,0.645,0.139,0.995,18",1402.0,1382.0,1402.0,1408.0,2.656388832527954,0.1359914198678327,22.108759376141577,-9.48713518262973
345,4450,83.631682135,0.447142857142857,0.1836900310102214,0.072409975967671,0.0870846585858935,[nan],-0.08,-0.02,-1.03,[3.1],"5.010,0.174,0.047,1402.,0.622,0.644,0.139,0.995,18",1441.0,1376.0,1412.0,1414.0,2.6712386477822108,0.1732967724160548,22.10665901388252,-9.487041985944762
346,4460,83.887726913,0.4457142857142857,0.2039504515235005,0.0934637559430142,0.0699587861810445,[nan],-0.04,-0.08,-1.07,[3.1],"5.010,0.119,0.041,1401.,0.622,0.645,0.139,0.995,18",1423.0,1378.0,1397.0,1400.0,2.6900938938050443,0.1705014481991459,22.105052598284093,-9.48697171313905
347,4470,84.145708487,0.4557142857142857,0.2022824741479525,0.0536707126025799,0.0657870531605299,[nan],-0.01,-0.02,-1.02,[3.1],"5.010,0.109,0.046,1410.,0.622,0.644,0.139,0.995,18",1409.0,1371.0,1417.0,1412.0,2.682310688485821,0.1031414110323717,22.102363115619728,-9.486869546852544
348,4480,84.391657709,0.4492857142857143,0.2022824741479525,0.0536707126025799,0.0657870531605299,[nan],-0.04,-0.06,-0.96,[3.1],"4.935,0.119,0.026,1404.,0.622,0.644,0.139,0.995,18",1421.0,1362.0,1424.0,1403.0,2.697277315350807,0.136587680691846,22.10093314505038,-9.486809701674632
349,4490,84.639620153,0.4535714285714286,0.2028019400117189,0.0516467780281657,0.0857175129076711,[nan],-0.02,-0.12,-1.11,[3.1],"5.010,0.130,0.017,1408.,0.622,0.644,0.139,0.995,18",1422.0,1366.0,1416.0,1419.0,2.6867668042046424,0.1158014767285196,22.098050397584192,-9.486679696700165
350,4500,84.91072230099999,0.4585714285714286,0.2022824741479525,0.0536707126025799,0.0657870531605299,[nan],-0.06,0.06,-1.09,[3.1],"5.010,0.133,0.011,1412.,0.622,0.643,0.139,0.995,18",1423.0,1358.0,1421.0,1435.0,2.6641624189196174,0.0943949891145875,22.09501869637024,-9.486528711803
351,4510,85.171725579,0.4514285714285713,0.1816337142016297,0.0561468296837806,0.0452984038487676,[nan],-0.11,-0.01,-1.05,[3.1],"5.010,0.135,0.010,1406.,0.622,0.644,0.139,0.995,18",1425.0,1360.0,1409.0,1437.0,2.665176891279073,0.1474586374355724,22.093008896417498,-9.486413917033136
352,4520,85.41466506,0.4514285714285713,0.1615420399449875,0.0565987670394396,0.0447322239475712,[nan],-0.03,0.02,-0.99,[3.1],"5.010,0.135,0.008,1406.,0.622,0.644,0.139,0.995,18",1401.0,1375.0,1416.0,1426.0,2.666371502309666,0.1456093602088741,22.09107872830312,-9.48630950403697
353,4530,85.645404894,0.4428571428571427,0.1615420399449875,0.0565987670394396,0.0447322239475712,[nan],-0.06,0.02,-1.02,-1,"5.010,0.149,-0.01,1398.,0.622,0.644,0.139,0.995,16",1392.0,1376.0,1412.0,1422.0,2.69466401568285,0.1872376351024572,22.08943930595745,-9.486225367882252
354,4540,85.856813671,0.1685714285714286,0.1613400989693834,0.0781548810174019,0.0264024879377655,[nan],0.11,-0.09,-0.28,-1,"5.010,0.143,-0.00,1151.,0.622,0.644,0.139,0.995,16",1146.0,1117.0,1149.0,1190.0,2.6726332670697115,-1.8340356787861185,21.913395803008708,-9.387559451492956
355,4550,86.06609206,0.1685714285714286,0.1605559234010637,0.0797639105996788,0.0064204575229789,[nan],-0.03,-0.01,-0.25,-1,"5.010,0.142,0.001,1151.,0.622,0.644,0.139,0.995,16",1129.0,1148.0,1162.0,1163.0,2.4055024496316864,-2.021476409290663,21.74557231757844,-9.29857991568184
356,4560,86.274050245,0.0042857142857143,0.1597859408053662,0.0614161902760213,-0.0151550145944279,[nan],0.14,0.07,-0.21,-1,"0.972,0.029,-0.08,1003.,0.622,0.645,0.139,0.995,16",1122.0,1114.0,1136.0,1146.0,1.8399690871535783,-2.884345724007049,21.5032702352968,-9.173511978452089
